bl_part_id,bl_color_id,boid
30594-1,0,
40519-1,0,
10297-1,0,
9550-4,0,
42130-1,0,
6384344-1,0,
6385428-1,0,
76396-1,0,
76397-1,0,
10781-1,0,
10782-1,0,
10783-1,0,
10784-1,0,
122217-1,0,
3835-1,0,
3836-1,0,
3837-1,0,
3838-1,0,
3839-1,0,
3840-1,0,
3841-1,0,
3842-1,0,
3843-1,0,
3844-1,0,
3845-1,0,
851848-1,0,
852132-1,0,
71032-1,0,
71032-2,0,
col22-9,0,
col22-2,0,
col22-6,0,
col22-8,0,
col22-5,0,
col22-7,0,
col22-10,0,
col22-1,0,
col22-11,0,
col22-4,0,
col22-3,0,
col22-12,0,
TRU03-1,0,
76398-1,0,
912179-1,0,
112215-1,0,
88017-1,0,
88018-1,0,
88016-1,0,
40491-1,0,
852676-1,0,
6389962-1,0,
6384690-1,0,
6383927-1,0,
6384692-1,0,
21331-1,0,
30443-1,0,
30503-1,0,
562201-1,0,
952201-1,0,
40522-1,0,
40528-1,0,
30581-1,0,
912280-1,0,
11961-1,0,
892184-1,0,
11962-1,0,
11963-1,0,
31125-1,0,
31124-1,0,
31126-1,0,
31123-1,0,
31127-1,0,
31128-1,0,
6385680-1,0,
40549-1,0,
40559-1,0,
40553-1,0,
40552-1,0,
94547-1,0,
212219-1,0,
40523-1,0,
242210-1,0,
bam2022-1,0,
EV3MEG-1,0,
6385416-1,0,
912281-1,0,
30625-1,0,
302108-1,0,
40532-1,0,
66586-1,0,
8842497-1,0,
66664-1,0,
66662-1,0,
892285-1,0,
75327-1,0,
75328-1,0,
76909-1,0,
76906-1,0,
76907-1,0,
76908-1,0,
76910-1,0,
31204-1,0,
31205-1,0,
71764-1,0,
70688-1,0,
70689-1,0,
70690-1,0,
42133-1,0,
42139-1,0,
42140-1,0,
43207-1,0,
43209-1,0,
60348-1,0,
60349-1,0,
40550-1,0,
41698-1,0,
41699-1,0,
42136-1,0,
11018-1,0,
10968-1,0,
41950-1,0,
41951-1,0,
11024-1,0,
10980-1,0,
10970-1,0,
41709-1,0,
41718-1,0,
10959-1,0,
41949-1,0,
11019-1,0,
10969-1,0,
11017-1,0,
41694-1,0,
10967-1,0,
11025-1,0,
11023-1,0,
11026-1,0,
21332-1,0,
75324-1,0,
76209-1,0,
122218-1,0,
75343-1,0,
45816-1,0,
42141-1,0,
112216-1,0,
662102-1,0,
6410992-1,0,
40548-1,0,
76951-1,0,
76950-1,0,
76956-1,0,
66700-1,0,
75326-1,0,
75325-1,0,
76989-1,0,
66677-1,0,
10299-1,0,
76219-1,0,
952202-1,0,
40517-1,0,
40527-1,0,
76943-1,0,
76944-1,0,
76945-1,0,
76946-1,0,
76947-1,0,
76948-1,0,
10938-1,0,
30583-1,0,
700.0-2,0,
892286-1,0,
41952-1,0,
10298-1,0,
562202-1,0,
342-2,0,
30559-1,0,
40530-1,0,
30434-1,0,
40503-1,0,
6318542-1,0,
6331612-1,0,
40525-1,0,
40536-1,0,
40535-1,0,
2000430-2,0,
212220-1,0,
45607-1,0,
45608-1,0,
71408-1,0,
71403-1,0,
71409-1,0,
71405-1,0,
71404-1,0,
71406-1,0,
71407-1,0,
122219-1,0,
952203-1,0,
912282-1,0,
10300-1,0,
892287-1,0,
75329-1,0,
75330-1,0,
75339-1,0,
75342-1,0,
242211-1,0,
6384705-1,0,
912283-1,0,
76830-1,0,
76831-1,0,
76832-1,0,
41713-1,0,
10962-1,0,
662103-1,0,
76400-1,0,
76408-1,0,
76406-1,0,
76402-1,0,
76401-1,0,
76403-1,0,
76407-1,0,
11021-1,0,
112217-1,0,
952204-1,0,
6412186-1,0,
76208-1,0,
10311-1,0,
10309-1,0,
40529-1,0,
76949-1,0,
4000038-1,0,
30390-1,0,
45609-1,0,
45612-1,0,
40531-1,0,
coltm-2,0,
coltm-3,0,
coltm-4,0,
coltm-5,0,
coltm-6,0,
coltm-7,0,
coltm-8,0,
coltm-9,0,
coltm-10,0,
coltm-11,0,
coltm-1,0,
75341-1,0,
242212-1,0,
302109-1,0,
892288-1,0,
562203-1,0,
122220-1,0,
76207-1,0,
71033-3,0,
66707-1,0,
60344-1,0,
60346-1,0,
71033-1,0,
71033-2,0,
71035-1,0,
coltm-12,0,
6386182-1,0,
30435-1,0,
40560-1,0,
60333-1,0,
60332-1,0,
60331-1,0,
41714-1,0,
31132-1,0,
76217-1,0,
60336-1,0,
60339-1,0,
60338-1,0,
60337-1,0,
952205-1,0,
912284-1,0,
912285-1,0,
40533-1,0,
212221-1,0,
11964-1,0,
6349566-1,0,
892289-1,0,
112218-1,0,
21333-1,0,
10778-1,0,
10780-1,0,
10777-1,0,
75333-1,0,
75336-1,0,
40547-1,0,
6661-2,0,
21058-1,0,
31206-1,0,
40526-1,0,
30590-1,0,
60313-1,0,
60335-1,0,
60340-1,0,
60341-1,0,
60342-1,0,
75335-1,0,
75338-1,0,
60345-1,0,
60347-1,0,
11020-1,0,
11022-1,0,
30510-1,0,
31130-1,0,
31131-1,0,
43204-1,0,
43206-1,0,
41953-1,0,
41954-1,0,
41955-1,0,
41956-1,0,
41957-1,0,
41958-1,0,
41959-1,0,
41960-1,0,
41961-1,0,
41962-1,0,
41696-1,0,
41705-1,0,
41708-1,0,
41710-1,0,
41711-1,0,
41712-1,0,
41715-1,0,
41716-1,0,
41717-1,0,
41719-1,0,
41720-1,0,
41721-1,0,
41722-1,0,
42143-1,0,
10963-1,0,
40567-1,0,
10971-1,0,
10972-1,0,
10973-1,0,
10974-1,0,
10975-1,0,
10977-1,0,
10979-1,0,
21184-1,0,
21185-1,0,
21186-1,0,
21187-1,0,
21188-1,0,
80037-1,0,
80038-1,0,
80039-1,0,
30584-1,0,
40556-1,0,
71759-1,0,
71768-1,0,
71769-1,0,
71770-1,0,
71771-1,0,
71772-1,0,
71773-1,0,
71774-1,0,
71775-1,0,
76216-1,0,
10302-1,0,
60353-1,0,
60354-1,0,
60355-1,0,
SPACESHUTTLE-1,0,
HORSECARRIAGE-1,0,
952206-1,0,
122221-1,0,
76404-1,0,
76405-1,0,
40654-1,0,
10303-1,0,
472210-1,0,
75334-1,0,
662203-1,0,
40577-1,0,
6401988-1,0,
853780-1,0,
853922-1,0,
853881-1,0,
5002112-1,0,
5004395-1,0,
853440-1,0,
5005237-1,0,
5002930-1,0,
4000037-1,0,
21334-1,0,
892290-1,0,
10305-1,0,
562204-1,0,
TRUSANTA-1,0,
10976-1,0,
11965-1,0,
242213-1,0,
43205-1,0,
10304-1,0,
910003-1,0,
910009-1,0,
910013-1,0,
910015-1,0,
910023-1,0,
TRUWEASLEYCAR-1,0,
892291-1,0,
952207-1,0,
40574-1,0,
40521-1,0,
76911-1,0,
40569-1,0,
40568-1,0,
212222-1,0,
TRUPODIUM-1,0,
75574-1,0,
10306-1,0,
75571-1,0,
75572-1,0,
75573-1,0,
40554-1,0,
31207-1,0,
40541-1,0,
40542-1,0,
40545-1,0,
40546-1,0,
10497-1,0,
242214-1,0,
41947-1,0,
41963-1,0,
41964-1,0,
76218-1,0,
76223-1,0,
21189-1,0,
21190-1,0,
30509-1,0,
40570-1,0,
76912-1,0,
75323-1,0,
75332-1,0,
75337-1,0,
71412-1,0,
71410-1,0,
71410-2,0,
6379553-1,0,
char05-1,0,
char05-2,0,
char05-3,0,
char05-4,0,
char05-5,0,
char05-6,0,
char05-7,0,
char05-8,0,
71411-1,0,
42144-1,0,
42145-1,0,
21336-1,0,
71034-1,0,
71034-2,0,
5002134-1,0,
5002928-1,0,
66711-1,0,
45817-1,0,
112219-1,0,
912286-1,0,
HEMMETS-1,0,
472201-1,0,
76404-2,0,
76404-3,0,
76404-4,0,
76404-5,0,
76404-6,0,
76404-7,0,
76404-8,0,
76404-9,0,
76404-10,0,
76404-11,0,
76404-12,0,
76404-13,0,
76404-14,0,
76404-15,0,
76404-16,0,
76404-17,0,
76404-18,0,
76404-19,0,
76404-20,0,
76404-21,0,
76404-22,0,
76404-23,0,
76404-24,0,
76404-25,0,
75340-1,0,
892292-1,0,
122222-1,0,
662204-1,0,
952208-1,0,
40515-1,0,
tf06-1,0,
11966-1,0,
40561-1,0,
21335-1,0,
2000414-3,0,
2000414-4,0,
912287-1,0,
75340-2,0,
75340-3,0,
75340-4,0,
75340-5,0,
75340-6,0,
75340-7,0,
75340-8,0,
75340-9,0,
75340-10,0,
75340-11,0,
75340-12,0,
75340-13,0,
75340-14,0,
75340-15,0,
75340-16,0,
75340-17,0,
75340-18,0,
75340-19,0,
75340-20,0,
75340-21,0,
75340-22,0,
75340-23,0,
75340-24,0,
75340-25,0,
122223-1,0,
892293-1,0,
952209-1,0,
6426244-1,0,
5007377-1,0,
EMMETHOUSE-1,0,
66706-1,0,
col23-1,0,
col23-2,0,
col23-3,0,
col23-4,0,
col23-5,0,
col23-6,0,
col23-7,0,
col23-8,0,
col23-9,0,
col23-10,0,
col23-11,0,
col23-12,0,
41706-1,0,
60352-1,0,
76231-1,0,
40571-1,0,
40572-1,0,
40573-1,0,
76220-1,0,
76225-1,0,
76226-1,0,
76230-1,0,
71036-1,0,
40578-1,0,
71034-3,0,
40547-2,0,
76231-2,0,
76231-3,0,
76231-4,0,
76231-5,0,
76231-6,0,
76231-7,0,
76231-8,0,
76231-9,0,
76231-10,0,
76231-11,0,
76231-12,0,
76231-13,0,
76231-14,0,
76231-15,0,
76231-16,0,
76231-17,0,
76231-18,0,
76231-19,0,
76231-20,0,
76231-21,0,
76231-22,0,
76231-23,0,
76231-24,0,
76231-25,0,
60352-2,0,
60352-3,0,
60352-4,0,
60352-5,0,
60352-6,0,
60352-7,0,
60352-8,0,
60352-9,0,
60352-10,0,
60352-11,0,
60352-20,0,
60352-13,0,
60352-19,0,
60352-12,0,
60352-14,0,
60352-15,0,
60352-16,0,
60352-17,0,
60352-18,0,
60352-21,0,
60352-22,0,
60352-24,0,
60352-23,0,
60352-25,0,
2000460-1,0,
41706-2,0,
41706-3,0,
41706-4,0,
41706-5,0,
41706-6,0,
41706-8,0,
41706-7,0,
41706-9,0,
41706-10,0,
41706-11,0,
41706-12,0,
41706-14,0,
41706-16,0,
41706-17,0,
41706-18,0,
41706-19,0,
41706-20,0,
41706-21,0,
41706-23,0,
41706-22,0,
41706-24,0,
41706-25,0,
41706-13,0,
41706-15,0,
562205-1,0,
4032-14,0,
662205-1,0,
212223-1,0,
112220-1,0,
11967-1,0,
5007499-1,0,
WORLDBUILDER-1,0,
10308-1,0,
76212-1,0,
76211-1,0,
76213-1,0,
76215-1,0,
40566-1,0,
9213-2,0,
75331-1,0,
912288-1,0,
952210-1,0,
40562-1,0,
bam202202-1,0,
76214-1,0,
242215-1,0,
892294-1,0,
5007378-2,0,
6427895-1,0,
SHUTTLE-1,0,
5007378-1,0,
21337-1,0,
BRICKSWORLD4-1,0,
6427896-1,0,
njogamepromo-1,0,
6427893-1,0,
912289-1,0,
122224-1,0,
242216-1,0,
76210-1,0,
6427894-1,0,
2000727-1,0,
TRUSPIDERMAN-1,0,
952211-1,0,
66708-1,0,
66715-1,0,
41724-1,0,
41727-1,0,
41728-1,0,
41731-1,0,
41730-1,0,
11968-1,0,
662206-1,0,
892295-1,0,
75575-1,0,
75576-1,0,
75577-1,0,
75578-1,0,
75579-1,0,
pab2022-1,0,
40154-1,0,
40188-1,0,
40266-1,0,
850425-1,0,
850581-1,0,
850777-1,0,
212224-1,0,
40648-1,0,
80110-1,0,
80111-1,0,
10411-1,0,
80045-1,0,
5007378-3,0,
5007378-4,0,
XWING-2,0,
112221-1,0,
TRUBATMOBILE-1,0,
10307-1,0,
562206-1,0,
66636-1,0,
42151-1,0,
40563-1,0,
40564-1,0,
40579-1,0,
912290-1,0,
41743-1,0,
71414-1,0,
71415-1,0,
71416-1,0,
71417-1,0,
71419-1,0,
71418-1,0,
71413-1,0,
71413-2,0,
char06-4,0,
char06-2,0,
char06-3,0,
char06-5,0,
char06-8,0,
char06-1,0,
char06-6,0,
char06-7,0,
40575-1,0,
952212-1,0,
122225-1,0,
5007378-5,0,
5007428-1,0,
40565-1,0,
5007427-1,0,
71171-2,0,
2000480-1,0,
2000481-1,0,
45821-1,0,
45822-1,0,
892296-1,0,
71780-1,0,
71781-1,0,
71782-1,0,
71783-1,0,
71784-1,0,
71785-1,0,
71786-1,0,
71787-1,0,
71788-1,0,
71800-1,0,
6431619-1,0,
71037-1,0,
71037-2,0,
col24-1,0,
col24-2,0,
col24-3,0,
col24-4,0,
col24-5,0,
col24-6,0,
col24-7,0,
col24-8,0,
col24-9,0,
col24-10,0,
col24-11,0,
col24-12,0,
76244-1,0,
76245-1,0,
76247-1,0,
76248-1,0,
76241-1,0,
76242-1,0,
76243-1,0,
242217-1,0,
40615-1,0,
30638-1,0,
30639-1,0,
60356-1,0,
60358-1,0,
60369-1,0,
60370-1,0,
60371-1,0,
60372-1,0,
60373-1,0,
4002022-1,0,
60374-1,0,
60375-1,0,
60382-1,0,
60383-1,0,
60384-1,0,
60385-1,0,
60386-1,0,
60387-1,0,
60388-1,0,
60389-1,0,
60390-1,0,
60392-1,0,
60393-1,0,
60394-1,0,
11031-1,0,
10935-1,0,
10985-1,0,
10986-1,0,
10990-1,0,
10995-1,0,
10996-1,0,
30655-1,0,
42147-1,0,
42148-1,0,
42149-1,0,
42150-1,0,
43210-1,0,
43211-1,0,
43214-1,0,
43216-1,0,
21240-1,0,
21241-1,0,
21242-1,0,
21243-1,0,
21244-1,0,
21245-1,0,
21246-1,0,
30633-1,0,
30634-1,0,
30637-1,0,
30641-1,0,
30642-1,0,
30644-1,0,
30648-1,0,
30656-1,0,
31133-1,0,
31143-1,0,
40630-1,0,
40631-1,0,
40632-1,0,
76917-1,0,
80040-1,0,
80041-1,0,
80043-1,0,
80044-1,0,
41801-1,0,
41802-1,0,
41803-1,0,
41805-1,0,
41806-1,0,
41807-1,0,
41723-1,0,
41726-1,0,
41729-1,0,
41732-1,0,
41733-1,0,
41735-1,0,
41738-1,0,
41739-1,0,
41740-1,0,
41741-1,0,
41742-1,0,
41751-1,0,
41754-1,0,
41755-1,0,
30649-1,0,
30654-1,0,
75345-1,0,
75344-1,0,
40651-1,0,
40638-1,0,
40644-1,0,
40646-1,0,
10789-1,0,
10790-1,0,
10791-1,0,
75347-1,0,
112322-1,0,
11969-1,0,
76420-1,0,
76413-1,0,
76409-1,0,
76410-1,0,
76411-1,0,
76412-1,0,
10312-1,0,
66733-1,0,
66710-1,0,
66712-1,0,
2000461-1,0,
662207-1,0,
952301-1,0,
892297-1,0,
912291-1,0,
31208-1,0,
40580-1,0,
40583-1,0,
5007518-1,0,
562301-1,0,
bam2023-1,0,
11936-1,0,
40605-1,0,
30647-1,0,
2000414-2,0,
6394783-1,0,
71413-3,0,
40639-1,0,
PPL1997-1,0,
5007378-6,0,
21338-1,0,
TRUNEXO-1,0,
TRUWOOKIEE-1,0,
TRUFRANK-1,0,
REDTEMPLE-1,0,
212325-1,0,
5007587-1,0,
122326-1,0,
682303-1,0,
40581-1,0,
11975-1,0,
912302-1,0,
892302-1,0,
912303-1,0,
75349-1,0,
75350-1,0,
75351-1,0,
LIT2008-1,0,
662309-1,0,
40585-1,0,
40619-1,0,
40620-1,0,
40621-1,0,
41811-1,0,
41808-1,0,
41809-1,0,
952302-1,0,
EASTERCHICK-1,0,
2894-1,0,
40622-1,0,
10313-1,0,
10314-1,0,
30646-1,0,
30652-1,0,
40584-1,0,
40606-1,0,
910002-1,0,
910004-1,0,
910008-1,0,
910011-1,0,
910027-1,0,
60347-2,0,
242316-1,0,
40586-1,0,
11974-1,0,
6258624-1,0,
4000503-1,0,
6396381-1,0,
DI2023-1,0,
traekvejret-1,0,
10316-1,0,
40582-1,0,
76256-1,0,
892303-1,0,
122327-1,0,
43217-1,0,
43212-1,0,
10981-1,0,
10982-1,0,
10983-1,0,
10984-1,0,
11027-1,0,
11028-1,0,
11029-1,0,
11030-1,0,
11033-1,0,
21339-1,0,
30640-1,0,
30643-1,0,
31134-1,0,
31135-1,0,
31136-1,0,
31137-1,0,
31138-1,0,
31139-1,0,
31140-1,0,
42152-1,0,
42153-1,0,
42154-1,0,
42155-1,0,
60357-1,0,
60359-1,0,
60360-1,0,
60361-1,0,
76914-1,0,
76915-1,0,
76916-1,0,
76918-1,0,
43219-1,0,
76251-1,0,
76253-1,0,
76254-1,0,
76255-1,0,
66749-1,0,
bam202201-1,0,
43220-1,0,
6337009-1,0,
EMMETSHOUSE-1,0,
30651-1,0,
30657-1,0,
952303-1,0,
112323-1,0,
40504-1,0,
562302-1,0,
75356-1,0,
71038-1,0,
71038-2,0,
coldis100-1,0,
coldis100-2,0,
coldis100-3,0,
coldis100-4,0,
coldis100-5,0,
coldis100-6,0,
coldis100-7,0,
coldis100-8,0,
coldis100-9,0,
coldis100-10,0,
coldis100-11,0,
coldis100-12,0,
coldis100-13,0,
coldis100-14,0,
coldis100-15,0,
coldis100-16,0,
coldis100-17,0,
coldis100-18,0,
40458-1,0,
662302-1,0,
912304-1,0,
HOGEXP-1,0,
KNIGHTBUS-1,0,
66747-1,0,
75346-1,0,
75363-1,0,
76957-1,0,
76958-1,0,
76959-1,0,
76960-1,0,
76961-1,0,
71423-1,0,
40587-1,0,
TRUGHOST-1,0,
77013-1,0,
77015-1,0,
77012-1,0,
75361-1,0,
892304-1,0,
10317-1,0,
212326-1,0,
lup07-1,0,
11976-1,0,
122328-1,0,
40590-1,0,
40589-1,0,
40588-1,0,
66745-1,0,
REMOTECONTROL-1,0,
10998-1,0,
40624-1,0,
40625-1,0,
40626-1,0,
75358-1,0,
010423-1,0,
952304-1,0,
242317-1,0,
40623-1,0,
40607-1,0,
75355-1,0,
75352-1,0,
75353-1,0,
892305-1,0,
66734-1,0,
6446154-1,0,
21340-1,0,
TRUSWMF-1,0,
42156-1,0,
43221-1,0,
43215-1,0,
76990-1,0,
76991-1,0,
76992-1,0,
76994-1,0,
5007957-1,0,
43225-1,0,
5007869-1,0,
952305-1,0,
682304-1,0,
40591-1,0,
912305-1,0,
662303-1,0,
lwp14-1,0,
lwp15-1,0,
75348-1,0,
43213-1,0,
43229-1,0,
10993-1,0,
562303-1,0,
76421-1,0,
112324-1,0,
71171-3,0,
71172-2,0,
1549-2,0,
912306-1,0,
43226-1,0,
43227-1,0,
76422-1,0,
76414-1,0,
76415-1,0,
76416-1,0,
76423-1,0,
40617-1,0,
40618-1,0,
40616-1,0,
40649-1,0,
42157-1,0,
42158-1,0,
80046-1,0,
80047-1,0,
80048-1,0,
80049-1,0,
40650-1,0,
40647-1,0,
40643-1,0,
60362-1,0,
60363-1,0,
60364-1,0,
60365-1,0,
60366-1,0,
60376-1,0,
60377-1,0,
60378-1,0,
60368-1,0,
60379-1,0,
60380-1,0,
60391-1,0,
60398-1,0,
41725-1,0,
41734-1,0,
41736-1,0,
41737-1,0,
41744-1,0,
41745-1,0,
41746-1,0,
41747-1,0,
41748-1,0,
41749-1,0,
41752-1,0,
41753-1,0,
41757-1,0,
41759-1,0,
42162-1,0,
71420-1,0,
71425-1,0,
71421-1,0,
71424-1,0,
40641-1,0,
10988-1,0,
10989-1,0,
10991-1,0,
43218-1,0,
76260-1,0,
76257-1,0,
76258-1,0,
76259-1,0,
31141-1,0,
31142-1,0,
75354-1,0,
40534-1,0,
6031640-1,0,
5002041-1,0,
122329-1,0,
112324-2,0,
ARENDELLE-1,0,
6471930-1,0,
71799-1,0,
30650-1,0,
71777-1,0,
71778-1,0,
71779-1,0,
71789-1,0,
71798-1,0,
71790-1,0,
71791-1,0,
71792-1,0,
71793-1,0,
71794-1,0,
71795-1,0,
71796-1,0,
71797-1,0,
892306-1,0,
BRICKSWORLD3-1,0,
212327-1,0,
5007866-1,0,
11977-1,0,
912307-1,0,
76252-1,0,
75368-1,0,
75369-1,0,
75370-1,0,
952306-1,0,
10323-1,0,
662304-1,0,
10997-1,0,
76261-1,0,
30630-1,0,
76266-1,0,
76263-1,0,
76249-1,0,
76265-1,0,
76224-1,0,
76264-1,0,
pab2023-1,0,
10987-1,0,
10994-1,0,
40634-1,0,
30635-1,0,
30645-1,0,
30653-1,0,
76419-1,0,
76418-1,0,
75359-1,0,
75360-1,0,
75365-1,0,
75366-1,0,
242318-1,0,
41756-1,0,
41760-1,0,
41758-1,0,
4000506-1,0,
892307-1,0,
5008022-1,0,
5007871-1,0,
21341-1,0,
10785-1,0,
10788-1,0,
10786-1,0,
10787-1,0,
76262-1,0,
60396-1,0,
60397-1,0,
60395-1,0,
21247-1,0,
21250-1,0,
21248-1,0,
21249-1,0,
42161-1,0,
42160-1,0,
60381-1,0,
60367-1,0,
10320-1,0,
10315-1,0,
5007490-1,0,
40600-1,0,
25-2,0,
11978-1,0,
43222-1,0,
43232-1,0,
952307-1,0,
112325-1,0,
122330-1,0,
DISNEYCASTLE-1,0,
4000040-1,0,
21060-1,0,
40594-1,0,
31209-1,0,
10321-1,0,
562304-1,0,
31210-1,0,
71427-1,0,
11032-1,0,
42146-1,0,
43230-1,0,
76250-1,0,
75357-1,0,
892308-1,0,
71422-1,0,
31144-1,0,
10992-1,0,
76993-1,0,
212328-1,0,
912308-1,0,
45812-1,0,
88019-1,0,
40657-1,0,
71453-1,0,
71454-1,0,
71455-1,0,
71456-1,0,
71457-1,0,
71458-1,0,
71459-1,0,
71460-1,0,
71461-1,0,
71469-1,0,
30636-1,0,
611-3,0,
912309-1,0,
6465380-1,0,
6465381-1,0,
5007378-8,0,
2022DS-1,0,
662305-1,0,
682305-1,0,
76417-1,0,
40598-1,0,
42159-1,0,
75362-1,0,
75364-1,0,
75371-1,0,
40593-1,0,
76232-1,0,
952308-1,0,
242319-1,0,
7863-2,0,
892309-1,0,
122331-1,0,
71039-1,0,
71039-2,0,
6469783-1,0,
40640-1,0,
40642-1,0,
40627-1,0,
40628-1,0,
TRUCHIMA-1,0,
4109268-1,0,
40608-1,0,
75366-2,0,
75366-3,0,
75366-4,0,
75366-5,0,
75366-6,0,
75366-7,0,
75366-8,0,
75366-9,0,
75366-10,0,
75366-11,0,
75366-12,0,
75366-13,0,
75366-14,0,
75366-15,0,
75366-16,0,
75366-17,0,
75366-18,0,
75366-19,0,
75366-20,0,
75366-21,0,
75366-22,0,
75366-23,0,
75366-24,0,
75366-25,0,
10318-1,0,
912310-1,0,
112326-1,0,
21342-1,0,
5007489-1,0,
66773-1,0,
66772-1,0,
662306-1,0,
952309-1,0,
6437453-1,0,
40655-1,0,
40656-1,0,
76267-1,0,
66735-1,0,
colmar2-1,0,
colmar2-2,0,
colmar2-3,0,
colmar2-4,0,
colmar2-5,0,
colmar2-6,0,
colmar2-7,0,
colmar2-8,0,
colmar2-9,0,
colmar2-10,0,
colmar2-11,0,
colmar2-12,0,
5008138-1,0,
5008136-1,0,
21343-1,0,
892310-1,0,
45818-1,0,
76418-2,0,
76418-3,0,
76418-4,0,
76418-5,0,
76418-6,0,
76418-7,0,
76418-8,0,
76418-9,0,
76418-10,0,
76418-11,0,
76418-12,0,
76418-13,0,
76418-14,0,
76418-15,0,
76418-16,0,
76418-17,0,
76418-18,0,
76418-19,0,
76418-20,0,
76418-21,0,
76418-22,0,
76418-23,0,
76418-24,0,
76418-25,0,
60381-2,0,
60381-3,0,
60381-4,0,
60381-5,0,
60381-6,0,
60381-7,0,
60381-8,0,
60381-9,0,
60381-10,0,
60381-11,0,
60381-12,0,
60381-13,0,
60381-14,0,
60381-15,0,
60381-16,0,
60381-17,0,
60381-18,0,
60381-19,0,
60381-20,0,
60381-21,0,
60381-22,0,
60381-23,0,
60381-24,0,
60381-25,0,
40658-1,0,
562305-1,0,
40613-1,0,
6492251-1,0,
76267-2,0,
76267-3,0,
76267-4,0,
76267-5,0,
76267-6,0,
76267-7,0,
76267-8,0,
76267-9,0,
76267-10,0,
76267-11,0,
76267-12,0,
76267-13,0,
76267-14,0,
76267-15,0,
76267-16,0,
76267-17,0,
76267-19,0,
76267-18,0,
76267-20,0,
76267-21,0,
76267-22,0,
76267-23,0,
76267-24,0,
76267-25,0,
6426288-1,0,
75367-1,0,
40659-1,0,
212329-1,0,
122332-1,0,
41758-2,0,
41758-3,0,
41758-4,0,
41758-5,0,
41758-6,0,
41758-7,0,
41758-8,0,
41758-9,0,
41758-10,0,
41758-11,0,
41758-12,0,
41758-13,0,
41758-14,0,
41758-15,0,
41758-16,0,
41758-17,0,
41758-18,0,
41758-19,0,
41758-20,0,
41758-21,0,
41758-22,0,
41758-23,0,
41758-24,0,
41758-25,0,
5008034-1,0,
43224-1,0,
43231-1,0,
43223-1,0,
912311-1,0,
40596-1,0,
5008075-1,0,
10325-1,0,
71426-1,0,
472302-1,0,
552301-1,0,
40599-1,0,
7496-2,0,
952310-1,0,
892311-1,0,
9215-2,0,
66775-1,0,
40609-1,0,
66774-1,0,
66777-1,0,
10326-1,0,
912312-1,0,
40597-1,0,
21344-1,0,
242320-1,0,
66778-1,0,
662307-1,0,
112327-1,0,
682306-1,0,
10327-1,0,
952311-1,0,
5007594-1,0,
40595-1,0,
892312-1,0,
122333-1,0,
10329-1,0,
912313-1,0,
40602-1,0,
pab2024-1,0,
562306-1,0,
76269-1,0,
662308-1,0,
212330-1,0,
DS2023-1,0,
11959-1,0,
4002023-1,0,
71431-1,0,
71432-1,0,
71428-1,0,
71429-1,0,
71430-1,0,
42604-1,0,
76963-1,0,
21253-1,0,
21252-1,0,
76995-1,0,
40601-1,0,
5008076-1,0,
892313-1,0,
1691-1,0,
552302-1,0,
6334713-1,0,
SCHUR-1,0,
2120-1,0,
1709-1,0,
1585-1,0,
1961-1,0,
1928-1,0,
1932-3,0,
2290-1,0,
290-1,0,
291-2,0,
292-2,0,
293-2,0,
1587-1,0,
1925-1,0,
40603-1,0,
40604-1,0,
6422234-1,0,
6422235-1,0,
6422236-1,0,
76964-1,0,
5008074-1,0,
952312-1,0,
5008124-1,0,
242321-1,0,
fopp01-1,0,
112328-1,0,
40080-1,0,
662317-1,0,
75372-1,0,
75384-1,0,
30680-1,0,
5821-2,0,
42639-1,0,
42620-1,0,
42605-1,0,
42621-1,0,
42619-1,0,
42616-1,0,
42633-1,0,
42617-1,0,
42614-1,0,
42613-1,0,
42615-1,0,
42606-1,0,
42610-1,0,
42632-1,0,
42608-1,0,
42609-1,0,
42607-1,0,
42634-1,0,
42603-1,0,
42612-1,0,
42601-1,0,
76285-1,0,
31150-1,0,
31145-1,0,
31157-1,0,
31146-1,0,
31147-1,0,
31149-1,0,
31156-1,0,
31148-1,0,
31155-1,0,
31152-1,0,
42167-1,0,
42168-1,0,
42163-1,0,
42166-1,0,
42164-1,0,
71801-1,0,
71803-1,0,
71802-1,0,
71804-1,0,
71805-1,0,
71806-1,0,
71807-1,0,
71808-1,0,
71809-1,0,
71815-1,0,
71817-1,0,
11037-1,0,
11034-1,0,
11036-1,0,
11035-1,0,
10328-1,0,
71475-1,0,
71471-1,0,
71477-1,0,
71472-1,0,
71476-1,0,
21254-1,0,
21255-1,0,
21256-1,0,
21257-1,0,
21251-1,0,
43238-1,0,
43234-1,0,
43246-1,0,
43233-1,0,
43241-1,0,
76996-1,0,
6495154-1,0,
5008257-1,0,
40709-1,0,
122334-1,0,
60434-1,0,
60431-1,0,
60432-1,0,
60433-1,0,
60429-1,0,
60428-1,0,
60430-1,0,
60415-1,0,
60417-1,0,
60418-1,0,
60419-1,0,
60438-1,0,
60412-1,0,
60413-1,0,
60410-1,0,
60414-1,0,
60411-1,0,
60401-1,0,
60399-1,0,
60400-1,0,
60406-1,0,
60404-1,0,
60403-1,0,
60405-1,0,
60402-1,0,
40708-1,0,
80053-1,0,
80050-1,0,
80051-1,0,
10414-1,0,
10421-1,0,
10438-1,0,
10412-1,0,
10415-1,0,
10413-1,0,
10423-1,0,
10419-1,0,
10416-1,0,
10422-1,0,
40172-1,0,
